Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
3,39.0,0,0,11.1,0,1,0,0,1
1,48.0,1,0,135.89,0,1,1,0,0
2,39.0,0,0,10.35,0,1,0,0,1
3,8.0,1,0,13.44,0,1,0,0,1
2,62.0,1,1,24.77,0,1,0,0,1
1,19.0,1,0,26.89,0,1,0,0,1
3,68.0,0,0,22.82,1,0,0,0,1
3,9.0,0,1,11.5,1,0,0,0,1
3,0.25,1,2,73.61,0,1,0,0,1
3,22.0,0,0,5.93,0,1,0,0,1
1,24.0,0,0,96.6,1,0,1,0,0
3,34.0,0,0,8.99,0,1,0,0,1
1,39.0,1,1,74.23,0,1,0,0,1
1,27.0,1,0,28.47,0,1,0,0,1
1,30.0,1,0,30.62,1,0,0,1,0
3,19.0,0,0,12.54,0,1,0,0,1
1,54.0,2,3,24.73,0,1,0,0,1
2,49.0,0,0,12.75,1,0,0,0,1
3,37.0,0,0,9.26,1,0,0,0,1
3,9.0,0,0,8.07,0,1,0,1,0
1,43.0,0,0,68.41,0,1,0,0,1
3,55.0,2,2,9.13,0,1,0,0,1
1,29.0,0,0,96.74,0,1,0,0,1
3,26.0,0,0,5.54,0,1,0,0,1
3,76.0,0,0,7.94,0,1,0,0,1
3,25.0,0,0,9.81,1,0,0,0,1
1,34.0,0,0,75.59,0,1,1,0,0
1,42.0,0,0,298.29,1,0,0,0,1
1,40.0,1,1,542.11,0,1,1,0,0
3,33.0,0,0,13.63,0,1,0,0,1
3,40.0,0,0,10.0,0,1,0,0,1
3,29.0,0,0,10.18,1,0,0,0,1
3,25.0,0,0,12.1,0,1,0,0,1
3,46.0,0,0,27.59,1,0,0,0,1
2,59.0,0,0,18.21,1,0,0,0,1
1,29.0,1,0,34.33,1,0,1,0,0
2,11.0,0,1,6.28,1,0,1,0,0
1,27.0,0,0,104.19,1,0,1,0,0
3,23.0,0,0,4.83,1,0,1,0,0
1,39.0,0,0,211.48,0,1,0,0,1
3,11.0,0,2,9.79,1,0,0,0,1
1,29.0,0,0,69.71,1,0,0,1,0
2,37.0,0,0,10.21,1,0,0,0,1
2,10.0,1,2,31.06,1,0,1,0,0
3,69.0,0,0,11.12,1,0,0,0,1
1,58.0,0,0,26.52,0,1,0,0,1
3,56.0,0,0,9.51,0,1,0,0,1
2,32.0,0,1,24.53,1,0,0,0,1
2,61.0,0,1,24.96,1,0,0,0,1
1,29.0,0,0,8.58,0,1,0,0,1
3,26.0,0,0,7.25,1,0,1,0,0
3,0.75,1,2,76.04,0,1,0,0,1
1,60.0,0,2,130.41,1,0,1,0,0
3,24.0,0,0,6.72,0,1,0,0,1
2,39.5,0,0,21.67,0,1,0,0,1
2,46.0,2,1,7.78,0,1,0,0,1
1,6.0,0,1,8.41,1,0,0,0,1
3,38.0,1,0,22.36,0,1,0,0,1
3,28.0,0,0,6.43,0,1,0,0,1
2,34.0,0,0,9.7,0,1,0,0,1
3,4.0,4,1,12.35,1,0,0,0,1
2,39.0,0,0,55.14,1,0,0,0,1
3,25.0,0,0,10.24,0,1,0,0,1
3,53.0,1,0,30.02,0,1,0,0,1
3,31.0,0,0,5.88,0,1,0,0,1
3,42.0,0,0,14.03,0,1,0,0,1
2,8.0,0,1,30.15,1,0,0,0,1
1,52.0,0,0,65.46,1,0,1,0,0
3,53.0,0,0,27.08,1,0,0,0,1
1,25.0,0,1,237.43,1,0,0,0,1
3,36.0,0,0,8.67,0,1,0,0,1
3,26.0,0,0,11.71,0,1,0,0,1
3,23.0,0,0,10.78,1,0,0,0,1
1,52.0,1,0,142.14,0,1,0,0,1
3,58.0,0,0,4.94,0,1,0,0,1
3,33.0,0,0,55.36,0,1,0,0,1
2,38.0,2,0,12.94,0,1,0,0,1
1,55.0,1,0,271.63,1,0,0,0,1
3,14.0,0,0,29.42,0,1,0,0,1
3,60.0,0,0,60.81,0,1,0,0,1
3,59.0,0,0,6.01,0,1,0,0,1
2,74.0,2,0,27.33,0,1,0,0,1
2,60.0,2,1,25.52,0,1,0,0,1
3,34.0,0,0,11.51,0,1,0,0,1
1,51.0,0,0,266.0,1,0,1,0,0
3,18.0,0,0,6.71,0,1,0,0,1
1,53.0,0,0,96.42,1,0,1,0,0
2,36.0,1,1,32.41,1,0,0,0,1
1,48.0,0,0,32.17,1,0,1,0,0
1,32.0,0,2,53.76,0,1,0,0,1
1,41.0,0,0,10.36,0,1,0,0,1
1,58.0,0,0,28.82,1,0,0,0,1
2,27.0,0,0,34.42,0,1,0,0,1
2,62.0,0,0,202.27,1,0,1,0,0
3,43.0,2,0,6.95,0,1,0,0,1
3,34.0,0,0,9.08,0,1,0,0,1
2,6.0,1,1,30.92,1,0,1,0,0
1,53.0,1,2,73.88,0,1,1,0,0
2,38.0,0,0,8.46,0,1,0,0,1
3,33.0,0,0,9.18,1,0,0,0,1
3,25.0,0,0,24.45,0,1,0,0,1
3,26.0,0,0,6.83,1,0,0,0,1
3,56.0,0,0,12.35,0,1,0,0,1
1,56.0,0,0,27.9,0,1,0,0,1
2,43.0,1,0,48.07,0,1,0,0,1
1,42.0,1,0,26.75,0,1,0,0,1
3,47.0,0,0,82.43,0,1,0,0,1
3,62.0,0,0,9.25,0,1,0,0,1
2,9.0,0,0,29.98,0,1,0,0,1
2,33.0,0,0,12.53,0,1,0,0,1
1,45.0,0,2,178.87,1,0,0,0,1
3,71.0,0,0,215.32,1,0,1,0,0
1,39.0,1,0,128.47,1,0,1,0,0
3,38.0,0,0,7.44,0,1,1,0,0
3,61.0,0,0,4.8,0,1,0,0,1
3,11.0,3,1,24.18,1,0,0,0,1
3,51.0,0,0,8.5,0,1,0,0,1
1,52.0,0,0,12.11,1,0,1,0,0
1,52.0,1,2,37.16,1,0,0,0,1
1,50.0,1,2,28.34,1,0,0,0,1
1,57.0,1,2,143.81,1,0,1,0,0
3,25.0,0,0,8.05,0,1,0,0,1
1,64.0,0,0,119.04,1,0,0,1,0
3,57.0,0,0,6.65,0,1,0,0,1
3,57.0,0,1,10.57,0,1,0,0,1
3,56.0,0,0,7.83,1,0,0,0,1
2,56.0,0,1,8.51,1,0,0,0,1
1,39.0,0,0,75.11,0,1,1,0,0
1,44.0,0,0,544.72,1,0,1,0,0
1,57.0,2,0,218.85,1,0,1,0,0
2,26.0,0,0,5.32,0,1,0,0,1
3,26.0,0,0,8.36,0,1,0,0,1
3,4.0,0,2,32.06,1,0,0,0,1
1,40.0,3,0,73.39,0,1,0,0,1
3,37.0,0,0,8.99,0,1,0,0,1
2,24.0,0,0,27.6,0,1,0,0,1
1,33.0,0,0,32.06,0,1,0,0,1
3,25.0,0,0,10.57,0,1,0,0,1
1,63.0,0,0,12.47,1,0,0,0,1
1,41.0,0,0,139.39,0,1,1,0,0
3,63.0,2,0,70.09,0,1,0,0,1
2,50.0,0,0,11.6,0,1,0,0,1
2,6.0,2,1,30.42,0,1,0,0,1
2,24.0,0,0,21.85,1,0,0,0,1
3,46.0,0,0,11.92,0,1,1,0,0
3,59.0,0,1,24.38,0,1,0,0,1
3,0.92,1,2,62.94,1,0,1,0,0
3,56.0,0,0,21.19,0,1,0,0,1
3,66.0,0,0,7.62,0,1,0,0,1
1,44.0,1,2,68.58,0,1,1,0,0
1,45.0,0,0,10.79,1,0,1,0,0
3,70.0,0,1,27.98,1,0,0,0,1
1,69.0,0,0,9.65,1,0,0,0,1
2,45.0,0,1,24.34,0,1,0,0,1
1,39.0,2,0,204.61,1,0,1,0,0
3,36.0,0,0,10.94,0,1,0,0,1
1,54.0,0,0,70.52,0,1,0,0,1
1,37.0,0,1,118.03,1,0,0,0,1
3,39.0,1,1,41.37,1,0,0,0,1
2,30.0,1,1,11.59,0,1,0,0,1
3,59.0,1,1,28.39,0,1,0,0,1
3,30.0,0,0,20.93,0,1,0,0,1
3,63.0,0,0,9.4,1,0,0,0,1
3,25.0,0,0,7.18,0,1,0,0,1
1,48.0,0,0,72.71,0,1,1,0,0
1,58.0,1,0,226.17,1,0,0,1,0
1,39.0,0,0,194.1,0,1,0,1,0
2,56.0,0,0,12.73,1,0,0,0,1
2,21.0,0,2,12.13,0,1,0,0,1
1,48.0,1,0,74.03,0,1,0,0,1
3,66.0,0,0,26.07,0,1,0,0,1
2,42.0,1,0,26.46,0,1,0,0,1
2,19.0,0,1,8.06,1,0,0,0,1
3,36.0,0,0,9.1,0,1,0,0,1
3,66.0,0,0,10.5,0,1,0,0,1
1,45.0,0,0,254.86,1,0,0,0,1
2,63.0,0,0,10.48,1,0,0,0,1
2,49.0,0,0,11.4,1,0,1,0,0
1,66.0,1,0,97.63,1,0,0,1,0
3,61.0,0,0,12.06,1,0,0,0,1
2,70.0,0,0,31.76,1,0,0,0,1
1,37.0,1,1,26.12,0,1,0,0,1
2,9.0,0,0,6.71,1,0,0,0,1
1,62.0,1,0,69.41,0,1,0,0,1
2,59.0,0,5,9.97,0,1,0,0,1
1,69.0,0,0,84.42,1,0,0,1,0
3,32.0,0,0,9.84,0,1,0,0,1
3,35.0,0,0,14.63,0,1,0,0,1
2,28.0,0,0,7.4,1,0,0,0,1
2,39.0,0,0,10.12,0,1,0,0,1
3,36.0,0,0,27.15,0,1,0,0,1
1,61.0,0,5,25.8,1,0,0,1,0
1,48.0,1,2,115.73,0,1,0,0,1
3,56.0,0,0,8.65,0,1,0,0,1
2,24.0,2,0,22.08,1,0,0,0,1
1,43.0,0,0,65.29,0,1,0,0,1
3,6.0,1,2,32.97,1,0,1,0,0
2,47.0,0,0,10.81,1,0,1,0,0
3,22.0,0,0,10.7,0,1,0,0,1
2,60.0,0,2,179.01,1,0,0,0,1
2,12.0,4,1,12.67,1,0,0,0,1
2,40.0,1,0,29.94,0,1,0,0,1
2,35.0,0,0,14.44,0,1,0,0,1
1,27.0,1,1,73.67,1,0,0,0,1
2,34.0,3,0,14.21,1,0,0,0,1
3,8.0,1,2,29.81,0,1,0,0,1
1,50.0,1,1,74.33,0,1,1,0,0
3,4.0,1,1,22.79,1,0,0,0,1
2,74.0,0,0,31.53,1,0,0,0,1
3,41.0,0,0,9.32,0,1,0,0,1
2,60.0,0,0,11.02,0,1,0,0,1
3,65.0,0,0,4.88,0,1,1,0,0
2,38.0,0,0,13.62,0,1,0,0,1
3,2.0,1,2,31.87,0,1,0,0,1
1,48.0,1,2,202.58,0,1,0,0,1
2,53.0,4,1,26.17,0,1,0,0,1
3,18.0,0,0,10.0,0,1,0,0,1
1,32.0,1,2,61.67,0,1,0,0,1
2,6.0,0,0,245.18,1,0,0,0,1
2,22.0,0,0,277.11,0,1,0,0,1
3,28.0,1,2,30.59,1,0,1,0,0
3,6.0,0,0,11.75,1,0,0,0,1
2,63.0,0,0,6.49,0,1,0,1,0
3,19.0,0,0,8.04,0,1,0,0,1
3,55.0,1,0,493.22,0,1,0,0,1
3,42.0,0,0,7.0,1,0,0,0,1
3,32.0,0,0,6.11,0,1,0,0,1
2,8.0,5,2,25.37,0,1,0,0,1
1,39.0,1,0,82.94,0,1,0,0,1
2,23.0,0,0,11.76,0,1,0,0,1
2,50.0,0,0,26.6,1,0,1,0,0
1,20.0,0,0,118.48,0,1,0,0,1
1,25.0,1,2,9.05,0,1,0,0,1
3,46.0,0,0,7.26,0,1,0,0,1
1,48.0,1,2,132.02,1,0,1,0,0
3,53.0,0,0,27.75,1,0,1,0,0
3,31.0,0,0,11.33,0,1,0,0,1
2,50.0,0,0,29.66,0,1,0,0,1
1,33.5,0,0,12.9,1,0,1,0,0
3,40.0,0,0,6.06,0,1,0,0,1
1,35.0,8,3,30.11,1,0,1,0,0
1,40.0,0,2,109.71,0,1,0,0,1
1,38.0,1,0,98.5,0,1,0,0,1
2,61.0,4,0,26.62,0,1,0,0,1
3,27.0,1,0,11.37,0,1,1,0,0
3,6.0,0,0,7.85,1,0,0,0,1
3,44.0,1,2,31.03,1,0,0,0,1
3,22.0,3,0,7.58,1,0,0,0,1
2,30.0,0,0,26.18,1,0,1,0,0
1,19.0,1,2,68.49,0,1,0,0,1
3,63.0,1,2,23.97,0,1,0,0,1
1,51.0,0,0,25.96,1,0,1,0,0
3,60.0,0,0,10.24,0,1,0,0,1
1,30.0,0,0,514.8,0,1,0,0,1
1,24.0,1,2,83.28,0,1,1,0,0
2,51.0,0,0,10.71,0,1,0,0,1
2,54.0,1,0,21.0,0,1,0,0,1
3,75.0,1,2,26.31,1,0,0,0,1
2,61.0,0,0,3.06,0,1,0,0,1
3,71.0,0,0,24.37,1,0,1,0,0
3,19.0,0,0,10.86,0,1,0,0,1
3,0.42,0,0,28.3,0,1,0,0,1
1,48.0,0,0,306.25,1,0,1,0,0
1,41.0,1,2,12.13,0,1,0,0,1
3,29.0,0,0,10.81,0,1,1,0,0
1,29.0,0,0,23.46,0,1,0,0,1
2,37.0,0,0,11.8,0,1,0,0,1
3,20.0,0,0,11.28,0,1,0,0,1
2,33.0,0,0,7.2,0,1,0,0,1
2,55.0,0,0,25.73,0,1,0,0,1
1,41.0,0,0,70.96,0,1,1,0,0
3,26.0,0,0,11.22,0,1,0,0,1
3,48.0,0,0,23.59,1,0,1,0,0
2,4.0,0,1,33.24,1,0,0,0,1
1,9.0,1,0,77.85,1,0,1,0,0
2,52.0,0,1,31.44,1,0,0,1,0
1,54.0,1,2,28.41,0,1,0,0,1
3,7.0,1,1,28.44,0,1,0,0,1
2,36.0,1,1,27.47,0,1,0,0,1
2,23.0,0,0,18.99,0,1,0,1,0
3,16.0,0,0,7.69,0,1,0,0,1
2,71.0,3,0,4.33,1,0,0,0,1
3,13.0,0,2,29.19,0,1,0,0,1
3,59.0,0,0,6.05,1,0,0,0,1
1,41.0,0,0,31.58,1,0,1,0,0
3,23.0,0,0,7.26,0,1,0,0,1
3,4.0,1,1,33.51,1,0,0,0,1
3,59.0,0,0,6.23,0,1,0,0,1
1,25.0,3,2,81.4,0,1,0,0,1
1,30.0,2,2,30.75,0,1,0,0,1
1,54.0,1,2,36.26,1,0,1,0,0
3,10.0,0,0,66.02,0,1,0,0,1
1,22.0,0,0,30.73,0,1,1,0,0
3,28.0,0,0,8.79,0,1,0,0,1
1,65.0,0,0,21.13,1,0,0,0,1
2,65.0,1,1,324.78,1,0,0,0,1
3,35.0,0,0,8.84,0,1,0,0,1
3,56.0,0,0,11.98,0,1,0,0,1
2,63.0,0,0,6.9,1,0,1,0,0
2,67.0,2,0,32.65,0,1,0,0,1
3,7.0,1,1,64.47,1,0,1,0,0
3,31.0,0,0,29.81,0,1,0,0,1
3,77.0,0,0,26.42,1,0,0,0,1
2,34.0,0,0,24.92,0,1,0,0,1
1,38.0,0,0,265.27,1,0,1,0,0
2,26.0,2,0,10.29,0,1,0,0,1
1,29.0,0,3,75.1,0,1,0,0,1
1,64.0,0,2,75.41,1,0,1,0,0
1,54.0,0,0,86.4,1,0,1,0,0
2,65.0,1,1,26.99,1,0,0,0,1
2,58.0,0,1,26.85,1,0,0,0,1
2,57.0,0,1,24.57,1,0,1,0,0
3,26.0,2,0,8.53,0,1,0,0,1
2,27.0,0,0,10.75,0,1,0,0,1
3,20.0,0,1,7.07,1,0,0,0,1
3,24.0,0,0,8.53,1,0,0,0,1
3,15.0,0,0,26.41,1,0,0,0,1
3,50.0,0,0,7.56,0,1,0,0,1
1,59.0,0,0,229.25,1,0,1,0,0
3,7.0,0,6,10.98,0,1,0,0,1
2,72.0,0,1,30.55,1,0,0,0,1
2,49.0,0,0,5.22,0,1,0,0,1
3,53.0,0,0,10.61,0,1,0,0,1
1,51.0,0,0,117.49,1,0,0,1,0
3,22.0,0,0,9.64,0,1,0,0,1
1,27.0,0,0,29.18,1,0,0,0,1
1,45.0,0,0,282.06,1,0,1,0,0
3,22.0,0,0,11.79,0,1,0,0,1
2,61.0,0,0,28.81,1,0,0,0,1
1,55.0,0,0,69.12,0,1,1,0,0
1,5.0,0,0,9.14,0,1,0,0,1
2,36.0,0,0,11.92,0,1,0,0,1
2,33.0,0,1,8.63,1,0,0,0,1
1,37.0,1,2,83.94,0,1,0,0,1
2,13.0,0,1,29.08,1,0,1,0,0
2,38.0,0,0,25.28,1,0,1,0,0
1,52.0,0,0,198.85,0,1,0,1,0
3,26.0,0,0,6.28,0,1,0,1,0
1,26.0,0,0,28.49,0,1,0,0,1
2,23.0,0,0,32.3,0,1,0,0,1
2,24.0,0,0,9.45,0,1,0,0,1
1,43.0,0,0,29.04,1,0,1,0,0
1,58.0,1,0,29.22,0,1,0,0,1
2,35.0,0,0,22.53,0,1,0,0,1
1,49.0,0,0,70.87,0,1,1,0,0
3,7.0,1,0,12.69,0,1,0,0,1
3,39.0,0,0,12.45,0,1,0,0,1
1,24.0,0,0,28.48,1,0,0,0,1
2,20.0,0,0,11.47,0,1,0,0,1
2,33.0,0,0,28.43,1,0,0,0,1
1,41.0,0,0,230.86,0,1,0,0,1
3,45.0,0,0,11.6,0,1,0,0,1
1,53.0,0,0,11.14,0,1,1,0,0
2,44.0,0,0,63.75,0,1,0,0,1
1,39.0,0,0,290.17,1,0,0,0,1
3,24.0,0,0,8.57,0,1,0,0,1
3,24.0,0,0,10.85,0,1,0,0,1
1,26.0,1,0,29.93,0,1,0,0,1
2,49.0,0,0,9.77,0,1,0,0,1
1,60.0,1,0,23.63,1,0,0,0,1
3,21.0,0,0,8.68,0,1,1,0,0
3,33.0,0,0,8.24,1,0,0,0,1
3,35.0,0,0,8.21,0,1,0,0,1
3,4.0,1,1,35.33,0,1,0,0,1
3,4.0,1,2,29.88,1,0,0,0,1
2,48.0,0,4,8.92,1,0,1,0,0
3,21.0,0,0,7.72,0,1,0,0,1
3,3.0,1,2,30.86,0,1,1,0,0
2,26.0,0,2,67.45,1,0,0,0,1
1,36.0,0,0,59.73,1,0,0,0,1
1,57.0,0,2,261.0,1,0,0,0,1
1,39.0,0,2,24.39,0,1,0,0,1
1,60.0,0,0,72.24,1,0,0,1,0
1,35.0,1,0,256.66,0,1,0,0,1
2,34.0,1,0,11.41,1,0,0,0,1
2,23.0,0,0,6.57,0,1,0,0,1
3,33.0,0,0,6.05,0,1,0,0,1
1,24.0,1,2,94.21,0,1,0,0,1
2,39.0,0,0,24.63,0,1,1,0,0
2,27.0,0,0,12.9,1,0,0,0,1
1,53.0,0,0,33.01,1,0,1,0,0
3,27.0,0,0,27.28,0,1,0,0,1
1,58.0,0,0,135.94,0,1,0,0,1
3,12.0,2,1,29.4,1,0,0,0,1
1,50.0,1,0,479.36,1,0,1,0,0
2,25.0,0,0,25.42,0,1,0,0,1
1,50.0,1,0,250.59,1,0,0,0,1
3,30.0,0,0,8.46,0,1,0,0,1
1,42.0,0,0,25.03,1,0,0,1,0
1,36.0,0,0,34.05,0,1,0,0,1
3,58.0,0,0,7.91,0,1,0,0,1
2,4.0,1,0,12.65,0,1,0,0,1
3,39.0,0,0,7.84,0,1,0,0,1
2,6.0,1,1,138.74,1,0,1,0,0
2,23.0,0,0,6.54,1,0,1,0,0
3,40.0,0,0,9.33,0,1,0,0,1
2,37.0,0,0,28.59,0,1,0,0,1
1,57.0,0,2,70.0,0,1,0,0,1
3,32.0,0,0,8.84,0,1,0,0,1
2,65.0,0,1,27.49,0,1,0,0,1
3,46.0,1,0,60.05,0,1,0,0,1
1,59.0,3,1,30.6,1,0,0,0,1
1,43.0,0,1,138.84,1,0,1,0,0
3,57.0,0,0,22.76,0,1,0,0,1
2,67.0,0,0,7.57,1,0,1,0,0
1,56.0,0,0,132.13,1,0,1,0,0
3,59.0,1,0,12.43,0,1,0,0,1
1,58.0,0,1,26.15,1,0,1,0,0
3,4.0,1,2,8.57,1,0,1,0,0
3,65.0,0,0,12.32,1,0,1,0,0
1,66.0,0,0,36.95,1,0,1,0,0
2,37.0,3,0,77.98,0,1,0,0,1
2,59.0,1,0,31.03,0,1,0,0,1
1,39.0,1,2,231.99,1,0,1,0,0
2,58.0,0,0,28.83,1,0,0,0,1
3,25.0,0,0,6.37,0,1,0,0,1
1,65.0,2,0,78.56,1,0,0,0,1
3,4.0,1,1,31.69,1,0,0,0,1
3,25.0,0,0,9.81,0,1,0,0,1
3,7.0,0,0,11.07,0,1,0,0,1
2,36.0,0,0,10.41,0,1,0,0,1
3,32.0,0,0,6.51,1,0,0,0,1
2,8.0,0,1,32.49,1,0,1,0,0
3,59.0,0,0,9.14,0,1,0,0,1
3,19.0,0,0,8.4,0,1,0,0,1
1,30.0,0,0,249.49,0,1,0,0,1
2,61.0,0,0,8.54,0,1,0,0,1
3,59.0,0,2,23.47,0,1,0,0,1
2,33.0,0,0,12.45,0,1,0,0,1
1,33.0,0,2,109.26,1,0,0,0,1
3,30.0,1,0,14.18,0,1,0,0,1
3,35.0,0,0,9.18,0,1,0,0,1
2,30.0,3,0,9.86,0,1,0,0,1
2,64.0,2,0,30.95,1,0,0,0,1
3,63.0,0,0,51.45,0,1,0,0,1
1,62.0,0,2,71.07,0,1,0,0,1
1,63.0,0,0,229.87,1,0,1,0,0
1,66.0,0,0,404.54,1,0,1,0,0
3,27.0,3,0,116.5,0,1,0,0,1
2,18.0,0,0,35.38,1,0,0,0,1
1,30.0,0,0,33.52,1,0,1,0,0
3,33.0,0,0,9.0,0,1,0,0,1
3,25.0,0,0,26.77,1,0,0,0,1
3,24.0,0,0,6.66,0,1,0,0,1
1,66.0,0,3,435.97,0,1,0,1,0
2,20.0,0,0,11.65,0,1,0,0,1
3,28.0,0,0,10.8,0,1,0,0,1
1,51.0,0,0,98.58,1,0,0,1,0
2,58.0,0,0,30.61,0,1,0,0,1
3,3.0,0,0,9.7,0,1,0,0,1
2,29.0,0,1,30.36,1,0,0,1,0
2,23.0,0,0,5.77,0,1,0,0,1
2,29.0,0,1,30.57,0,1,1,0,0
1,59.0,0,0,11.5,0,1,1,0,0
1,58.0,0,0,10.9,1,0,0,1,0
1,38.0,0,1,271.27,0,1,0,0,1
1,54.0,1,0,32.03,1,0,1,0,0
3,19.0,0,0,14.74,0,1,0,0,1
2,56.0,0,0,7.3,0,1,0,0,1
3,19.0,0,4,9.13,0,1,0,0,1
1,54.0,4,0,31.69,1,0,0,0,1
1,60.0,0,0,24.13,0,1,0,1,0
3,58.0,0,0,8.22,0,1,0,0,1
1,49.0,0,0,11.62,1,0,0,0,1
3,34.0,0,0,11.0,0,1,0,0,1
1,46.0,1,0,67.01,0,1,0,0,1
2,38.0,0,0,28.58,1,0,0,0,1
1,42.0,0,0,28.07,1,0,0,0,1
2,55.0,0,0,29.26,0,1,0,0,1
3,39.0,1,1,29.28,1,0,0,0,1
2,11.0,0,0,10.47,1,0,0,0,1
1,27.0,1,0,102.4,0,1,0,1,0
1,47.0,1,4,77.81,1,0,1,0,0
3,25.0,0,0,17.7,1,0,0,0,1
3,37.0,0,0,12.32,0,1,0,0,1
1,48.0,0,0,30.3,1,0,1,0,0
3,60.0,2,0,84.36,1,0,1,0,0
1,29.0,0,0,21.46,0,1,0,0,1
3,36.0,0,0,31.26,0,1,1,0,0
1,53.0,1,0,254.52,1,0,0,0,1
3,51.0,0,0,3.15,0,1,0,0,1
3,64.0,0,0,8.09,0,1,0,0,1
1,52.0,0,0,28.52,1,0,1,0,0
3,61.0,1,0,26.16,0,1,0,0,1
3,18.0,0,0,6.74,1,0,0,0,1
2,62.0,0,0,26.11,0,1,0,0,1
3,39.0,1,0,27.57,0,1,0,0,1
1,39.0,0,0,30.52,1,0,0,1,0
1,33.0,0,0,23.2,1,0,0,0,1
1,22.0,0,0,22.63,0,1,0,0,1
1,34.0,0,1,11.16,1,0,1,0,0
3,21.0,0,0,6.26,0,1,0,0,1
3,50.0,0,0,34.19,0,1,0,0,1
1,41.0,0,0,26.7,1,0,1,0,0
2,28.0,0,0,11.1,0,1,0,0,1
2,8.0,1,2,27.5,1,0,0,0,1
1,41.0,1,0,81.77,0,1,0,0,1
1,34.0,2,1,90.08,1,0,1,0,0
1,42.0,1,2,249.49,1,0,0,0,1
1,34.0,1,2,72.18,1,0,1,0,0
2,64.0,2,0,12.59,1,0,0,0,1
2,3.0,0,1,27.81,1,0,0,0,1
3,40.0,0,0,20.4,0,1,0,0,1
1,29.0,0,0,30.01,1,0,1,0,0
1,38.0,1,1,30.48,1,0,0,0,1
3,53.0,0,0,11.02,1,0,0,0,1
1,30.0,0,0,31.54,0,1,1,0,0
3,53.0,0,0,8.33,0,1,0,0,1
3,4.0,0,2,25.73,1,0,0,0,1
2,60.0,0,0,7.91,1,0,0,0,1
2,63.0,0,0,25.13,0,1,0,0,1
2,6.0,0,2,23.73,1,0,0,0,1
1,58.0,0,1,25.65,1,0,1,0,0
1,53.0,1,1,88.4,1,0,0,0,1
3,52.0,3,0,29.78,0,1,0,0,1
3,44.0,1,0,27.81,0,1,0,0,1
2,60.0,1,1,11.66,1,0,0,0,1
1,37.0,0,0,328.26,0,1,0,0,1
1,47.0,0,0,185.91,1,0,1,0,0
2,44.0,0,0,9.96,0,1,0,0,1
1,58.0,1,2,31.48,0,1,0,0,1
3,37.0,0,0,5.58,1,0,0,0,1
3,30.0,0,0,7.24,0,1,0,0,1
1,55.0,1,0,168.6,1,0,0,1,0
2,23.0,0,0,8.22,1,0,0,0,1
3,26.0,0,0,9.47,0,1,0,0,1
2,19.0,0,0,7.81,0,1,0,0,1
2,53.0,1,1,29.9,0,1,0,0,1
1,43.0,2,2,135.32,1,0,1,0,0
2,44.0,1,1,26.64,1,0,0,0,1
3,19.0,3,0,7.64,0,1,0,0,1
2,49.5,0,0,8.16,0,1,0,0,1
2,26.0,0,0,11.44,0,1,0,0,1
1,51.0,0,0,210.66,0,1,1,0,0
2,2.0,0,6,10.54,0,1,0,0,1
3,39.0,1,1,12.23,0,1,0,0,1
3,62.0,0,1,25.18,1,0,1,0,0
3,38.0,1,0,32.57,0,1,0,0,1
3,32.0,0,0,6.73,0,1,0,0,1
3,28.0,0,0,10.36,0,1,0,0,1
3,33.0,0,0,27.4,0,1,0,0,1
2,18.0,0,0,9.81,0,1,0,0,1
1,48.0,1,2,31.54,0,1,0,0,1
2,23.0,0,0,11.91,1,0,0,0,1
3,20.0,1,0,11.2,0,1,0,0,1
2,33.0,0,1,23.15,1,0,0,0,1
2,38.0,0,0,10.94,0,1,0,1,0
3,3.0,1,1,29.45,0,1,0,0,1
1,59.0,1,2,83.0,0,1,0,0,1
1,36.0,0,0,21.68,1,0,0,0,1
3,51.0,3,0,11.77,0,1,0,0,1
2,64.0,0,0,124.45,1,0,1,0,0
3,26.0,0,0,11.98,1,0,1,0,0
3,30.0,0,0,8.43,1,0,0,0,1
2,5.0,0,0,8.54,0,1,0,0,1
1,39.0,1,1,33.22,0,1,1,0,0
3,56.0,2,5,32.48,0,1,0,1,0
3,22.0,0,0,9.91,0,1,0,0,1
2,39.0,0,0,16.71,1,0,0,0,1
2,39.0,1,1,33.44,1,0,1,0,0
2,54.0,0,0,24.46,0,1,0,0,1
3,23.0,0,0,10.53,0,1,0,0,1
1,54.0,0,0,28.48,1,0,0,0,1
3,27.0,0,0,10.87,0,1,0,0,1
1,63.0,0,0,80.68,1,0,1,0,0
3,32.0,0,0,6.72,0,1,0,0,1
3,38.0,0,0,11.04,0,1,0,0,1
1,62.0,0,0,31.98,1,0,1,0,0
1,52.0,1,2,232.99,1,0,1,0,0
1,48.0,2,0,25.18,1,0,0,0,1
2,32.0,0,0,26.13,0,1,0,0,1
1,47.0,0,0,6.1,1,0,0,0,1
1,39.0,0,0,46.79,0,1,0,0,1
1,31.0,0,0,75.56,0,1,1,0,0
1,44.0,1,0,217.44,1,0,0,0,1
3,48.0,0,0,124.41,1,0,1,0,0
1,37.0,1,1,84.69,1,0,0,0,1
2,29.0,1,2,12.93,0,1,0,0,1
1,40.0,1,0,73.81,1,0,0,0,1
1,48.0,1,2,251.05,0,1,0,0,1
1,60.0,0,0,9.69,0,1,0,0,1
