,clusters
28114,2
45269,2
53102,3
45789,4
56408,1
31361,3
38902,4
5496,3
49876,0
4507,0
32088,0
4409,1
56516,4
42716,2
50465,3
35584,0
30879,1
2555,3
22088,4
58636,1
33666,3
25752,2
51951,4
709,2
11888,3
35951,3
6258,3
34500,3
10044,3
58064,3
11781,0
37934,2
45475,3
45377,4
46664,4
16512,1
15434,4
20895,4
7274,1
5994,0
19847,0
37728,4
25330,3
33829,0
53055,3
3868,0
5322,3
51860,3
30777,4
19169,4
24353,0
56787,3
4050,0
28606,3
6202,0
31735,3
21469,0
39221,4
12946,4
43874,4
16867,4
40141,3
21265,3
25879,4
13590,0
2853,3
3583,4
43753,3
34321,4
51669,1
53337,2
21790,1
56450,3
42384,0
7696,3
33254,4
23251,4
51800,0
17544,4
2105,3
47668,4
21982,0
22837,1
39978,4
14280,2
27956,4
3480,4
12564,1
36318,2
47035,3
22300,2
12301,0
44452,0
24549,0
27843,3
34581,1
49946,4
18876,0
6993,4
12295,3
44588,4
8265,3
3462,4
50751,4
5933,4
1362,3
58150,3
486,4
15542,4
13601,3
38176,4
51719,4
11078,1
57228,3
52321,4
54057,3
24786,3
14605,3
32536,1
23985,4
54332,2
24614,0
49653,4
7859,1
24397,3
58349,4
25268,3
8309,0
48641,1
57712,4
30657,1
32677,3
7459,0
44038,4
15336,2
10036,4
3416,1
49886,1
20304,3
33555,0
34808,0
36255,4
12075,2
846,4
9471,4
46536,4
46690,4
21257,4
15973,4
21721,0
12197,3
13542,0
47298,2
52965,1
17142,4
47476,1
29826,4
17811,2
2101,4
29477,3
36656,0
55895,3
54601,3
31089,4
37678,0
42477,1
50163,2
18481,0
48689,3
17117,1
4638,4
49445,3
20779,4
45717,3
19360,0
27605,3
37119,3
37471,4
29541,3
28734,0
15207,3
40698,0
37831,3
11902,0
34290,1
12109,3
36931,0
48358,3
1279,4
50746,3
52315,3
56220,2
25394,2
45758,3
13545,4
43199,4
10760,4
47571,0
19732,3
12232,1
21458,4
34878,4
56128,3
1759,4
48649,3
32421,0
26722,0
44732,3
35959,1
3685,3
58449,0
35610,4
42834,3
45349,3
27316,4
53707,3
12847,0
33594,4
28491,4
55833,4
57159,0
17890,4
7726,3
30344,4
36200,0
27616,3
7307,3
53551,0
32224,0
31164,4
1581,3
57498,3
51802,0
57707,4
33482,3
3681,3
27546,3
11124,3
32309,3
52092,3
4345,3
47779,4
7070,3
33537,3
27056,3
17666,0
22328,4
28485,4
36178,2
21748,3
1174,4
58217,3
14062,1
51250,1
20140,3
58502,1
31939,3
39814,4
33705,0
19755,3
55362,2
11343,4
874,3
20261,0
45637,4
30213,1
52449,0
30827,3
52191,3
27343,3
38754,0
20249,4
26374,4
33836,4
14210,3
38499,4
51762,4
43790,4
23301,0
11731,4
33758,3
11222,3
3097,3
48914,4
47528,3
13758,2
28317,0
4322,4
16894,3
23023,0
682,3
30039,1
842,4
12752,1
47531,3
25969,3
8182,4
7572,0
57544,3
36232,3
4962,2
35380,0
35300,4
482,1
17549,3
48839,0
54098,4
14046,2
18085,0
53256,2
49275,4
47484,3
22276,0
44213,4
19037,1
43491,4
14661,2
41230,3
13830,4
30772,4
49852,2
22438,2
20504,0
1653,1
51522,0
23383,3
4778,4
39917,3
8656,3
49240,4
52475,1
11679,0
30141,4
31378,0
34638,4
40063,1
24383,3
51013,3
51486,1
36509,1
14040,3
4259,3
11539,3
54920,2
44390,0
46839,1
47072,3
11817,3
20989,1
9952,1
51745,1
29036,4
53685,3
52816,3
48021,3
57594,1
848,0
13219,3
14283,4
30365,3
36574,0
28476,4
43817,4
54840,4
30078,0
1151,4
55900,4
20314,3
55685,0
33834,1
20654,0
10364,4
25300,3
6847,1
24551,3
54443,4
4630,3
44026,4
24757,1
6296,0
41886,3
24472,3
32066,3
53021,4
28952,2
26911,2
3406,0
17345,1
55486,1
9298,3
57009,3
19167,3
51329,0
34411,0
33635,2
54796,3
32380,3
4277,1
57873,3
11743,2
15384,4
24624,4
42193,0
2407,3
32851,0
30488,3
29134,4
41363,3
43178,4
4247,2
38392,4
43062,2
42076,0
22670,3
12998,3
47766,3
28413,3
49575,4
5432,0
3889,3
26989,4
10198,4
6857,2
12175,1
5389,3
53697,3
53838,4
606,4
5490,1
19643,3
49389,3
44107,4
15773,3
32629,1
38230,4
47281,3
28335,3
36478,3
1018,2
1609,1
21136,3
31054,0
35581,3
9954,2
12785,4
13810,4
25333,0
17877,4
49459,1
35523,3
17005,3
44497,0
42463,3
24079,4
57587,3
47464,4
48896,4
45842,0
14601,0
52870,1
57266,1
51764,2
32558,4
50303,4
45675,4
39779,0
33605,3
54696,3
40520,4
56372,4
24140,0
15214,3
7295,3
51456,4
23697,1
48257,3
26790,0
51683,0
11994,4
19748,1
35805,0
20262,3
53005,0
48282,3
5569,4
53350,4
18210,1
56511,0
20769,0
52219,0
30080,4
55627,0
57400,2
26034,2
10536,1
27813,2
20657,0
36533,3
451,4
28178,4
29273,4
3442,3
12465,2
35010,3
8814,0
46072,0
21753,0
14284,2
5565,1
36251,4
28011,0
20636,2
36758,4
24731,0
15984,4
43847,4
57602,0
12504,1
17598,2
19782,1
34217,3
14947,3
30410,4
25964,3
3862,4
17166,0
43183,3
51705,3
52680,0
37096,4
3323,0
908,2
18980,1
16432,3
49708,1
8156,4
9041,3
6156,3
47841,3
29183,3
39721,0
55771,2
12471,0
43892,3
25586,4
54438,3
22507,1
48277,2
4857,3
9593,3
56945,3
22584,0
37288,3
2628,3
50938,0
4084,0
26856,4
7187,4
16158,4
24208,1
22082,3
3934,3
56242,0
12433,3
46916,4
26266,1
10208,4
459,3
15995,0
3706,3
8890,0
57452,3
7227,2
57071,1
12906,2
28331,4
15347,3
9390,1
26108,3
21189,1
13168,3
377,2
12890,3
44108,3
57726,4
7467,1
19614,3
50717,1
27547,3
48918,2
51233,4
18629,1
17439,3
13359,0
50524,0
45710,4
14942,4
18130,3
30417,4
46674,3
19491,1
26762,0
50678,0
10346,0
16404,3
6591,3
40256,4
34333,4
36302,3
11973,2
14665,4
26725,1
28639,4
36699,2
19114,4
17376,3
9655,4
19637,4
18803,3
12414,3
26479,0
49501,4
19952,0
28747,4
7907,0
57474,0
808,0
29602,2
19658,4
50346,3
44662,4
27167,0
42101,3
10083,3
25658,4
18090,2
37911,3
50932,2
49201,3
27070,1
17936,4
6966,3
16144,0
54537,0
24069,3
5593,0
5058,4
43019,0
28232,2
23389,2
26245,3
51163,3
25543,3
44287,4
50662,1
21569,4
33783,3
28355,2
56322,4
38906,3
12216,4
5857,3
21121,4
14741,3
49787,3
4005,4
15959,0
46210,4
21379,3
52224,3
43092,0
526,3
39271,1
10403,4
41724,3
14671,0
3619,3
33448,4
27354,3
42090,4
23744,3
1466,4
5213,3
26089,4
13357,3
28039,4
43105,2
27724,3
7056,2
28419,3
19829,2
38441,2
32719,4
38087,3
28324,1
13438,0
20992,0
31467,1
36281,4
9465,3
25228,3
13042,3
5923,1
6117,4
5739,4
40176,3
14731,3
55858,3
16471,1
9376,2
20067,1
28042,4
24019,4
45097,4
50544,3
27460,1
12507,3
39256,3
35540,4
29199,2
57001,4
34875,2
47401,4
27374,3
38024,3
33039,0
48934,4
14898,0
5051,3
5915,3
36190,3
18324,3
6884,3
17000,3
39154,4
51941,3
45150,4
48902,1
19752,0
37937,3
33010,4
30812,4
55852,3
37483,4
25450,4
54852,3
8127,4
47993,0
601,4
38428,4
15858,3
49165,0
50806,4
43889,3
40821,1
20056,4
11207,3
44928,3
35899,0
56963,3
2615,0
25724,4
25207,3
41070,2
18563,3
29868,1
53201,3
28694,3
7760,4
55737,3
2333,3
21876,4
13993,2
44207,4
6576,2
29954,1
25795,2
52686,0
22382,3
56533,3
21395,0
44021,3
45555,2
27027,2
27085,3
7218,3
17913,0
31485,3
36886,4
48822,3
10594,0
54290,3
5363,0
43221,0
4385,4
17095,2
54393,1
15374,4
48748,2
49279,3
25266,4
22640,4
3605,0
17479,0
45981,1
23156,2
18415,3
36320,0
54936,4
49227,4
37662,3
27868,0
13284,1
35707,4
52561,1
46357,0
36545,0
39280,4
26170,3
36356,1
35436,0
48828,3
32355,1
25235,4
20251,1
2365,3
55129,3
48426,4
56705,3
40435,3
58240,3
9914,1
40959,3
6985,3
39784,2
30559,4
30185,4
25723,3
58228,0
38036,1
31220,0
46472,3
51490,1
48575,4
7149,0
12825,3
28910,1
32256,3
41859,4
29042,4
43179,0
12270,4
44319,4
34231,1
25249,4
11844,0
45787,4
42114,3
19854,0
16397,3
3431,4
4176,3
3202,1
29122,4
2055,3
4158,1
35513,2
21377,3
34586,3
34994,1
13191,4
2388,3
12334,4
26877,0
29734,0
42678,3
54966,3
49078,0
16149,1
26338,4
55601,3
31422,1
41622,1
43445,0
48137,3
44953,3
38256,1
30562,0
16332,4
27044,4
30123,0
33563,3
22301,4
54593,4
38457,4
25843,3
16651,3
39942,0
53266,0
4009,0
29966,1
51029,2
15715,1
27074,0
7461,3
398,4
9215,4
13071,4
29674,4
7163,3
50591,1
8458,2
6736,4
39100,4
36940,3
31723,3
39710,2
7390,4
23443,0
35485,1
30970,0
3873,3
20379,4
37908,4
3168,4
11316,4
36657,3
12037,1
1780,4
19156,4
11107,0
55375,3
34546,3
51743,2
47328,4
23137,4
43592,4
36987,1
26907,0
32030,3
30880,2
33661,3
12039,2
8074,3
46191,3
27309,2
8544,3
8766,0
2503,4
42675,4
40635,3
14253,3
48070,1
42286,0
5153,3
12511,3
34509,0
1847,1
20312,4
2463,0
39294,3
50342,4
47759,3
56389,2
46890,4
12689,4
55530,0
35642,3
55588,4
16685,1
16326,0
21597,2
40110,3
31659,3
49138,4
12078,1
28154,3
20837,0
10609,4
52792,3
19597,4
48320,1
28876,2
52343,4
52480,2
49524,1
15129,3
24247,3
51438,2
12929,0
14090,0
9050,2
41170,0
14902,4
26608,3
7976,0
4980,4
46495,3
16142,3
4675,3
21032,3
29337,1
50443,4
52134,0
37232,4
19594,4
20668,0
2889,0
1013,0
37400,4
40189,3
48306,4
43251,1
31598,3
23677,4
7097,0
29264,3
25813,3
50514,1
23684,4
39789,3
42377,4
32234,0
40638,3
22784,3
21398,3
20286,3
55395,3
58046,3
26801,2
54810,3
7638,2
50701,1
20963,1
15399,4
36877,4
40366,3
53274,0
50997,4
25868,4
57851,4
40982,3
16458,2
42784,4
8430,0
7404,1
14378,3
25975,3
36620,1
15438,3
26020,4
36149,4
20634,4
56278,2
37774,4
55550,4
1723,4
16932,4
53164,3
55419,4
11014,3
17224,3
29653,4
34881,4
5368,4
18270,1
38339,0
46312,1
8746,2
55733,0
55913,3
50253,4
53900,1
7814,4
6784,4
46971,3
35035,1
11212,0
19800,1
17823,4
28090,1
7873,3
10262,2
18544,4
25785,3
51310,0
3601,0
36306,3
29893,4
39000,3
9746,0
49335,4
14356,1
30157,4
47510,3
54129,3
40432,4
51793,3
20953,2
42298,3
32271,4
44315,4
31907,1
17445,4
13697,1
49329,3
36914,4
16582,3
23821,3
23201,1
43262,3
33087,1
46898,4
10090,3
16823,3
34483,4
48698,0
24451,1
23505,1
16351,0
47117,4
45684,2
24364,1
13997,0
41025,3
42034,3
54662,3
19300,4
33330,3
19896,4
24173,3
49635,3
41509,4
21852,0
3545,3
8900,4
54185,4
49538,3
32015,3
50382,0
55480,4
42330,4
53173,3
11970,3
23354,4
22774,3
43509,0
21047,3
28823,2
22611,3
5040,3
39906,4
21485,1
2994,4
2179,4
16242,1
47858,4
49370,2
56995,3
3139,1
47224,3
57581,4
49732,3
35106,0
26275,1
989,3
55277,3
44079,2
8721,3
671,2
45338,4
11228,4
19446,4
54289,3
30963,4
7221,4
40983,2
14795,3
41964,0
30285,1
30384,2
3049,4
52101,1
42021,3
3997,3
27647,3
57940,1
12020,0
18400,3
27318,2
28511,3
31687,4
43626,3
45929,2
42606,1
55946,3
17281,3
745,1
20061,0
38450,4
15156,4
46059,0
31375,3
29512,1
26778,4
28083,3
58047,4
35046,3
19059,3
55481,0
42867,0
58410,3
5483,3
36081,2
51831,0
8932,3
53216,0
55728,1
21266,3
22695,4
46751,1
37855,1
10145,3
33559,3
2569,3
3595,4
55838,1
5125,1
618,4
56966,0
54714,4
47343,1
25733,3
57054,4
41013,3
36752,4
11305,4
34542,3
53340,2
5719,2
13565,4
50991,3
14744,3
36422,4
55209,3
12210,1
14587,1
36994,0
49601,1
48762,3
48714,4
35011,4
37482,2
39421,3
2133,1
42532,2
19105,4
8386,0
9014,4
17569,3
41883,4
36455,2
27063,3
56585,4
11772,4
36685,4
48591,2
40832,3
48566,4
3197,4
30586,1
52945,1
23231,2
35433,2
17082,4
37567,3
39523,4
20053,3
44876,1
20862,4
37752,4
46568,3
3300,3
49181,4
17137,1
7614,4
38898,0
10953,4
45095,4
14568,3
19363,4
44061,2
23896,3
56869,3
57786,4
30432,4
37392,3
43200,3
6963,1
17094,3
32222,3
12980,3
46187,3
31019,0
34039,3
5784,0
10719,3
29480,4
10790,2
2563,4
36035,4
5851,3
53231,4
12260,0
21935,3
10875,4
4830,4
46937,0
13134,1
35043,1
17404,3
29233,4
45408,3
23749,2
19340,3
6956,0
31946,4
49679,3
23240,3
5315,2
16626,0
42468,4
56997,0
28130,4
22879,3
4865,3
47593,3
30531,0
11097,4
15783,3
22573,3
22396,4
40013,4
25562,1
22245,3
22603,3
37156,4
12601,4
15130,2
40822,1
23295,3
40457,0
26466,1
12262,2
42805,1
45681,1
50764,1
5797,3
58308,0
42510,3
3996,2
52702,2
24341,4
18839,3
54183,1
13181,0
43272,2
29286,3
21512,2
19874,2
50775,2
6365,0
48232,0
5439,0
52294,2
42476,3
36713,3
22821,4
23766,3
10171,0
41022,2
51907,0
27553,1
18424,2
32793,4
41004,1
34171,0
34296,4
52980,1
31632,1
46035,3
14569,3
52231,1
50754,3
10922,0
11147,4
42874,3
31312,0
18087,1
9082,2
38591,3
36743,4
58432,3
47535,4
47977,3
1845,1
56771,3
29338,3
40093,0
54173,3
58595,3
30248,1
32068,1
15361,4
56808,3
41677,0
13475,2
41265,4
41804,4
34910,4
36282,0
16824,4
35431,2
54132,3
31677,4
13518,4
51219,3
27938,0
3250,1
23515,2
31631,4
23868,3
46899,1
2331,0
47773,3
11725,4
30161,3
587,3
48993,3
5244,3
9963,4
11253,4
35824,4
31170,3
38597,0
37175,4
46635,0
14850,3
16085,4
57695,0
39579,4
53643,4
18297,1
33530,0
41136,3
52257,3
47247,3
6649,0
43848,3
27038,3
46670,3
17791,3
20637,3
48371,0
32972,4
40605,3
21012,1
44193,1
44954,3
16056,0
58487,4
49569,1
11186,4
23017,3
10960,2
50742,1
9573,4
52326,4
46251,0
50597,3
36415,4
532,1
56667,4
36652,4
32697,2
27544,3
46672,0
3640,4
20421,4
33511,2
50120,2
50540,4
12231,3
38045,4
51313,0
54213,3
31999,4
43339,3
7222,3
20234,3
25413,4
35274,1
173,1
12310,4
18851,1
4434,1
35472,4
54270,4
5475,2
1142,0
6842,1
3582,3
3282,3
30107,3
30103,3
40240,2
56297,4
562,3
12012,3
35534,3
18497,1
47605,0
44480,3
57790,4
19805,1
58626,0
18096,0
32622,4
42126,3
53044,3
29167,3
35537,0
17348,4
53508,0
32854,4
22559,2
6369,3
20691,3
26252,4
10702,1
21447,3
57807,3
20976,0
55103,3
4035,4
27181,1
56273,1
22347,0
53956,1
23777,4
39507,4
28980,2
8274,0
24716,0
7562,3
10652,4
51391,0
31208,3
9790,0
8976,3
27504,4
57576,1
41164,4
16840,0
50006,1
48124,4
7660,1
57709,2
22160,3
4498,4
30104,3
10890,3
35799,1
14031,4
31227,3
30295,3
49302,4
35701,1
38662,3
44944,4
17926,0
49818,1
27188,2
40621,0
25566,0
48465,3
55400,2
27499,4
39021,1
5029,4
44596,4
21821,0
31444,3
11507,4
3470,3
49112,2
23561,2
31654,4
50123,3
45495,2
22776,2
27375,1
41782,1
5885,4
20682,3
31046,3
20547,4
53806,2
34441,3
28470,4
3063,1
15063,3
50131,3
23625,2
177,4
20070,3
8376,1
52457,0
23323,4
47013,2
20327,0
47940,3
16384,3
15005,3
46583,3
8657,3
41573,4
37621,1
12977,2
34922,3
50729,3
50774,1
24724,0
49870,4
35258,3
11752,2
1382,3
25265,3
55065,2
48255,3
51225,4
18519,1
5481,1
1405,4
17803,3
51285,3
51892,1
13269,1
42504,4
5849,4
9128,4
39098,4
5975,3
1505,3
22459,2
10879,4
49189,4
131,2
43446,4
27222,4
43896,2
38169,3
31937,1
2432,4
33278,3
18484,3
57889,2
45668,2
6284,2
25949,1
48103,0
21179,1
6036,3
26102,4
41205,1
14994,3
18234,4
21667,3
35152,0
15958,2
39527,3
35732,0
7137,3
40728,3
38771,3
27060,1
41389,2
55310,3
55919,4
5666,0
21745,2
14382,4
42797,2
49736,3
33799,1
31109,3
4043,1
51212,3
31516,0
53891,3
22522,3
29676,0
39054,4
4969,4
19110,1
43401,3
50968,3
21772,1
40429,4
20175,0
35548,1
53115,0
49604,4
14670,3
54551,0
8322,4
54744,3
15350,1
58079,4
3737,4
5636,3
57717,0
46206,0
6376,0
42042,0
926,4
31912,0
58553,3
42119,1
52974,4
11457,3
24350,2
38189,3
1368,4
24285,0
35476,2
22644,4
55376,4
23033,4
24186,0
1204,4
37142,3
57488,3
36850,3
6850,0
34180,2
52843,1
30070,1
49233,1
52182,3
17452,4
58634,4
25713,4
30704,3
32204,1
6292,3
56859,1
8455,4
3148,4
51082,1
19647,4
30089,2
18375,0
22844,3
54020,3
52529,4
1126,3
28944,3
39713,4
37748,0
37068,1
26669,3
52132,3
39439,1
19646,1
51706,3
18990,3
40157,2
47732,1
1585,4
31160,3
14674,3
17551,4
36841,2
44424,2
19010,1
21475,3
7773,3
40395,1
41873,4
41681,4
10909,3
52411,3
5529,0
15825,4
56312,4
7825,3
54422,0
48968,4
52685,4
39913,0
21479,4
23736,0
1237,3
35891,3
48464,4
55475,3
8696,1
37986,4
29795,3
55372,3
6014,4
45656,3
29948,3
15086,3
39487,3
20482,3
47816,0
2866,4
51667,2
15443,3
918,4
19045,3
29181,0
33727,3
4160,1
13816,1
50413,4
38296,1
36582,4
12079,3
19278,0
11313,4
31546,4
20271,2
28913,3
1793,3
7783,4
35895,1
28979,3
51599,0
37679,3
33865,3
48121,3
25381,1
11189,1
50420,3
55241,2
304,2
6885,3
19712,3
27610,4
9198,3
34716,3
2285,3
43990,0
34424,4
15279,2
46226,1
32272,3
38159,3
10771,1
50355,1
33655,3
16857,0
38818,3
55777,4
32299,3
871,0
20998,2
36291,1
44766,3
55625,1
32361,4
53386,4
10297,4
26187,0
56959,0
6557,0
7432,3
4448,0
54113,1
51366,4
31150,2
34766,2
15485,4
1859,0
28609,3
31689,2
26776,3
14241,0
13041,4
26215,3
15538,1
48786,4
37650,4
42055,0
40064,3
8370,4
15672,1
39460,4
30955,4
47312,2
25777,3
49464,4
5361,4
27645,1
44740,1
15571,3
39211,3
50750,2
9681,3
7212,3
36332,1
2731,4
21378,3
8051,3
42767,4
24098,4
27340,4
40665,3
42764,3
55315,0
16385,4
52982,1
21489,4
39204,1
452,0
20646,4
27373,1
11765,4
42895,0
41701,4
27549,3
22901,3
27844,0
7131,4
15600,3
23874,0
46910,3
51603,3
33718,4
56683,3
21366,4
12001,3
397,4
41241,4
52949,3
33895,2
35126,1
24381,0
31502,2
44855,4
31588,0
640,3
5140,3
41162,4
21101,4
38029,4
40671,3
12184,0
12602,3
2960,3
40784,4
36399,4
35007,3
15876,1
10492,1
21213,2
9489,1
36143,4
50190,1
53423,1
50961,2
20423,3
51863,0
21523,3
48495,3
46079,4
41612,2
14810,4
17160,3
24799,3
58585,4
54099,0
1923,3
3895,0
5422,3
13107,3
58643,3
17550,4
22159,3
24952,3
44461,4
32836,0
9962,4
34155,3
28244,4
16009,4
51249,3
54885,4
56600,1
12050,1
46340,3
1894,4
17163,4
1205,2
2642,3
9426,1
44539,4
55995,0
55662,4
9418,1
3181,1
10472,1
38425,1
15784,4
2825,0
20826,0
56819,4
33215,0
14845,1
29222,3
21001,3
44081,2
10202,1
8004,3
22773,3
28354,4
41243,3
30533,3
58027,4
52052,3
37152,0
30960,0
48936,1
45805,2
51972,3
19779,3
40941,3
58271,4
24965,3
6467,4
18038,0
36770,3
45663,4
4656,1
43319,4
49662,4
2216,3
5352,0
46217,4
12090,4
858,4
308,2
45481,3
37313,1
9709,0
47139,3
51887,3
21665,4
27899,3
14085,2
20367,1
30630,4
23241,3
18186,3
58637,3
38522,0
50250,0
18960,3
27123,4
23668,4
18935,4
33016,3
31804,3
44226,4
50398,4
37950,4
55267,4
39295,4
10733,1
21173,0
2718,0
9322,4
54053,4
32124,0
34648,4
9939,0
44471,1
38109,3
47015,3
29035,3
42733,4
40692,3
38578,1
48014,2
57930,4
23400,0
30487,1
26120,4
18883,3
50169,2
51453,1
51898,3
2098,3
6776,2
38382,4
3184,2
9214,1
5421,0
9946,2
24281,3
50974,1
19980,3
19734,4
36017,3
31680,1
26605,3
37779,1
46517,0
22532,2
4546,3
7842,4
17415,1
12411,3
34240,3
45354,2
58396,4
6,4
33419,4
28596,3
19397,4
45945,3
29329,3
3353,1
41918,0
45391,3
2876,0
8526,1
28766,0
5056,4
24259,1
21368,1
33596,1
20621,4
45739,4
54680,0
8137,0
54698,0
31842,4
35721,3
1607,3
44423,4
49609,0
10813,3
26803,0
32784,0
58058,1
9844,3
36583,3
8545,0
22594,4
38696,4
17208,4
28532,4
19865,1
2334,0
19716,1
50502,0
21602,3
20583,4
48954,4
51843,3
56377,1
13840,2
22634,1
52879,1
42718,4
11309,4
313,3
19727,4
51352,4
42268,1
16747,3
11905,4
49383,4
30858,4
36889,4
11373,4
49623,3
53181,2
26161,4
19798,4
42108,3
32137,3
46101,3
38687,4
47509,1
34278,0
38530,1
57618,3
51483,2
51642,1
40567,4
7286,1
24324,1
11914,4
23332,1
26700,3
38658,4
20587,4
29853,3
55025,4
6067,4
35998,4
27874,0
6054,3
22415,3
5248,2
15732,3
56784,3
50387,1
57915,1
25939,0
19141,4
56681,3
17774,3
14071,3
47945,3
1227,2
46328,1
53837,3
57946,3
1251,3
47375,4
30959,3
45343,0
53564,3
13384,0
41538,4
42165,1
7383,0
13982,0
22838,1
45387,3
27307,3
28342,3
42506,3
21254,4
38262,1
8934,3
43820,4
53313,3
26437,4
18888,3
29878,2
18866,0
22643,2
22517,4
49827,3
24144,4
47305,1
32897,2
3553,3
52635,3
7074,2
38263,1
43168,1
55350,3
34625,4
55564,1
51574,3
42602,1
140,3
44615,3
8603,1
46558,4
38391,3
40516,4
33238,3
40896,0
28617,2
45620,3
52993,4
57729,3
19435,4
47418,3
43015,4
29079,4
11355,0
57629,4
40873,0
3146,4
55041,4
5519,3
7436,3
7848,4
1629,2
42633,1
24676,3
40807,3
18846,3
53563,4
5514,3
19294,0
1665,0
21052,4
13508,0
25409,0
21653,3
58265,3
49923,1
14771,4
32363,3
48058,4
4222,2
23984,2
7092,2
22115,2
33475,2
25961,0
9789,3
3215,1
39397,3
4789,3
53451,4
52287,1
28817,0
48259,0
41802,1
23960,3
31393,3
26556,3
14011,4
32045,3
27040,0
14242,0
45598,3
54180,1
35883,3
48401,4
17285,0
46143,2
16630,1
6035,4
17778,0
14432,3
7908,1
26331,3
23406,0
37665,3
41470,0
15787,4
40401,0
17058,1
47233,3
47907,3
138,4
17214,4
23436,2
36577,1
19972,3
55849,1
55880,2
46693,4
8083,4
4519,3
40080,0
51742,4
55906,3
30736,0
34439,0
51335,3
53813,3
6932,3
50637,0
25899,4
3508,4
20664,3
57211,0
45674,2
50886,4
52944,3
31400,2
50411,1
47552,1
29680,3
18247,0
5200,0
16529,3
18631,1
8729,4
6360,2
25222,4
3967,4
52508,4
7116,0
48325,0
53587,3
611,3
11482,0
51640,3
34322,4
22355,0
29391,4
7631,2
47177,3
26805,3
32913,2
33757,3
26129,3
378,2
15210,3
58465,3
47438,3
1316,2
19717,0
56932,3
32724,3
51691,0
52614,2
49384,3
3993,3
5992,4
39329,4
33711,4
381,0
27078,1
44005,0
26019,4
41930,1
38896,3
51924,4
8576,3
44611,3
23912,2
12642,2
8969,1
5255,4
2300,4
46756,1
33690,0
8211,3
33696,3
5281,1
25288,1
41030,0
28461,3
17428,0
25729,3
34863,3
11617,3
29202,3
13092,3
55412,0
30728,3
10100,2
46199,3
53197,4
6401,3
11035,4
19467,0
32431,0
30122,4
17597,4
57620,3
23197,3
54111,3
9721,3
44160,1
40771,0
54402,1
53023,0
51022,0
27117,3
31793,4
38378,4
30660,4
41448,1
35666,1
54013,4
51666,4
28264,4
51617,4
12600,3
44843,1
43547,3
3219,4
2120,3
38289,0
19512,3
22694,3
10958,2
16459,1
9661,3
10948,3
32585,3
44858,4
45875,4
56046,4
47327,1
8142,3
2530,3
18903,1
23637,3
19424,4
56324,4
32712,2
50159,4
29266,4
6787,3
5433,4
16891,4
2743,3
27237,2
35219,0
42393,1
48075,0
22448,0
30804,4
31515,2
26880,2
2354,1
45664,2
32887,4
34488,1
21613,1
11458,2
38313,0
53405,0
13317,1
55143,3
8618,2
46295,1
2370,1
40196,0
17559,4
28166,4
39205,1
57243,3
14817,3
39764,4
13197,0
35099,2
53784,2
13121,4
42280,0
38901,2
46969,4
40382,3
7171,2
50757,4
34595,3
31128,3
45781,1
31547,0
57649,3
6440,0
9927,2
30975,1
51080,1
51981,1
25034,3
10431,4
48460,4
49740,4
50738,0
45259,4
45706,0
55636,0
47956,1
7358,4
49607,4
18955,4
39145,1
45004,4
11841,2
54677,3
6607,3
56041,4
29669,3
8457,3
50451,3
41576,1
42829,3
1707,0
42024,0
1113,3
30043,0
53277,2
57386,4
14529,3
22710,4
16291,1
1967,4
48793,3
16725,4
31003,2
47333,4
2698,3
21546,3
58222,3
42345,3
19607,3
27711,1
20303,0
47975,4
4602,4
48923,3
21241,3
9106,3
22398,2
43117,0
17658,4
38448,4
28824,2
47979,4
49516,0
30040,3
994,3
34366,0
51159,1
48756,3
17676,4
56026,4
45181,2
33434,4
18158,1
28027,0
46812,0
27987,1
18612,1
24641,2
855,4
54327,2
39783,1
37420,0
41643,3
38700,3
57867,3
21639,2
5205,1
39915,2
44997,3
25129,0
30193,4
1407,3
843,4
50990,3
17223,3
56715,3
21373,1
703,4
771,3
33598,0
58403,3
44542,0
3441,3
25453,4
6243,3
22400,1
48472,0
53969,0
48945,2
5065,3
2526,3
40604,4
26073,4
16452,3
45218,0
33753,4
16506,4
17306,3
28298,4
37512,3
53892,4
27889,4
8113,4
53812,0
5946,2
7375,1
53847,2
5289,1
45223,3
33157,1
23739,4
31134,3
15177,2
39470,3
18637,0
53030,0
34570,4
36082,0
39362,4
39324,3
26059,3
21994,3
45824,2
52910,4
7196,4
23950,3
30011,3
44325,3
34840,4
6999,1
36959,1
55005,2
43623,1
1160,1
13188,3
48582,1
37245,0
1055,4
14158,0
28243,3
41585,4
9735,1
38068,1
35937,2
51620,1
23910,4
24170,4
13969,4
17517,4
50019,1
2860,3
7785,0
18656,4
52748,3
4540,3
5006,0
6084,4
6671,1
8426,4
1481,4
15307,2
11598,3
10318,0
19737,1
40409,4
36290,4
57571,2
14997,1
30940,1
32798,3
23893,3
45907,0
6620,4
50696,1
14105,3
54676,4
45540,4
11296,4
10352,0
22126,2
4217,0
20161,3
26431,4
20681,1
40067,2
12096,4
57014,1
36046,3
57578,0
3859,4
54808,2
47715,4
27332,1
3206,4
48518,3
55071,3
40130,2
16902,4
49822,4
26292,2
40270,4
7442,4
29244,0
9728,1
42145,3
9097,4
12554,0
29595,3
10659,1
51149,3
24589,4
46980,4
4822,4
18253,1
54527,4
26707,4
22168,2
57623,4
39117,4
42054,0
18791,3
9366,4
32254,3
6939,3
26383,0
12858,1
35242,0
44882,3
24033,3
9786,2
16419,4
36074,3
